-1.720018222384247952e+00,-7.025977634729817511e-01,1.938157857107603688e+00,-1.976136642603529614e+00,-1.523479354098904892e+00,1.457723837781976783e+00,-2.107584435278689661e+00
-1.720017601370691818e+00,-7.025960909274165944e-01,1.938156645059881944e+00,-1.976136583424252802e+00,-1.523480250365647493e+00,1.457724834418441029e+00,-2.107580994072106417e+00
-1.718236502279084421e+00,-6.977991434893630052e-01,1.934680429323127226e+00,-1.975966854188429656e+00,-1.526050789873860891e+00,1.460583239494825936e+00,-2.097711435091163423e+00
-1.716457235029750894e+00,-6.930071296628894650e-01,1.931207788838850359e+00,-1.975797299517396688e+00,-1.528618685608372552e+00,1.463438704730704698e+00,-2.087852026851104714e+00
-1.714676294314931182e+00,-6.882106087733251831e-01,1.927731882210041991e+00,-1.975627585374035933e+00,-1.531188996542110825e+00,1.466296855635372598e+00,-2.077983345479418098e+00
-1.712896603048633004e+00,-6.834174529626111383e-01,1.924258414161227559e+00,-1.975457990296449751e+00,-1.533757504231547220e+00,1.469153001356829247e+00,-2.068121587644963455e+00
-1.711071355224562440e+00,-6.785016018936033122e-01,1.920696032236826056e+00,-1.975284053922091276e+00,-1.536391760610746671e+00,1.472082258729744408e+00,-2.058007388418550576e+00
-1.706764866334785857e+00,-6.669031451069146188e-01,1.912290949937171858e+00,-1.974873668519175007e+00,-1.542607023919236653e+00,1.478993547249252583e+00,-2.034143951342702650e+00
-1.702456501645280618e+00,-6.552996363201740726e-01,1.903882206592173887e+00,-1.974463104362558008e+00,-1.548824994442240754e+00,1.485907846154590484e+00,-2.010270119945647860e+00
-1.697761382592897439e+00,-6.426545008441020279e-01,1.894718625063927853e+00,-1.974015684579675245e+00,-1.555601141303909252e+00,1.493442829579600950e+00,-1.984253176459240375e+00
-1.693052283887685139e+00,-6.299717146499204112e-01,1.885527759096883305e+00,-1.973566932610501867e+00,-1.562397464050275575e+00,1.501000248314809049e+00,-1.958158767879071949e+00
-1.688341201332189012e+00,-6.172835854483892382e-01,1.876333021199518392e+00,-1.973117991590986442e+00,-1.569196649953193301e+00,1.508560850841277778e+00,-1.932053366239910197e+00
-1.683631955341907460e+00,-6.046004025785035596e-01,1.867141867772512676e+00,-1.972669225586332287e+00,-1.575993185266109986e+00,1.516118505947607220e+00,-1.905958141512742232e+00
